source_case,eyelid_thickness_mm,cornea_thickness_mm,indentation_mm,actual_indentation_mm,displacement_error_um,probe_force_n,probe_equivalent_pressure_kpa,probe_equivalent_pressure_mmhg,tangent_stiffness_n_per_mm,result_time
eyelid_1p60mm,1.6,0.6,0.375,0.375,0.0,0.43447711013606,29.642138090893248,222.3349341511022,1.5274921326364663,1.5
eyelid_1p60mm,1.6,0.6,0.4,0.4,0.0,0.47204345750922,32.205096715012616,241.55875785701247,1.587706042235799,1.5294117647059
eyelid_1p60mm,1.6,0.6,0.425,0.425,0.0,0.51392827121147,35.062682080751735,262.9924699655851,1.6466027725627335,1.5588235294118
eyelid_1p60mm,1.6,0.6,0.45,0.45,0.0,0.55581308491372,37.92026744649087,284.42618207415785,1.6868571679444,1.5882352941176
eyelid_1p60mm,1.6,0.6,0.475,0.47500000000000003,5.551115123125783e-14,0.59769789861597,40.777852812229995,305.8598941827305,1.7161309060192669,1.6176470588235
eyelid_1p60mm,1.6,0.6,0.5,0.5,0.0,0.64130240529638,43.75276398304225,328.17362463091047,1.7517491424601983,1.6470588235294
eyelid_1p60mm,1.6,0.6,0.525,0.5249999999999999,-1.1102230246251565e-13,0.6858585867317,46.792603026565274,350.9743555194587,1.7753852544865982,1.6764705882353
eyelid_1p60mm,1.6,0.6,0.55,0.5499999999999999,-1.1102230246251565e-13,0.73041476816702,49.8324420700883,373.7750864080069,1.7790891526613333,1.7058823529412
eyelid_1p60mm,1.6,0.6,0.575,0.575,0.0,0.77489332391832,52.86698511252993,396.536093911957,1.7748429613989338,1.7352941176471
eyelid_1p60mm,1.6,0.6,0.6,0.6,0.0,0.81913104100896,55.88509697213049,419.17385706882953,1.7711142746966666,1.7647058823529
eyelid_1p60mm,1.6,0.6,0.625,0.625,0.0,0.8633687580996,58.90320883173104,441.811620225702,1.766564902375465,1.7941176470588
eyelid_1p60mm,1.6,0.6,0.65,0.6499999999999999,-1.1102230246251565e-13,0.90760647519024,61.9213206913316,464.4493833825745,1.7601321951993314,1.8235294117647
eyelid_1p60mm,1.6,0.6,0.675,0.6749999999999999,-1.1102230246251565e-13,0.95140262509336,64.90930669333571,486.8611834006069,1.7531543433470675,1.8529411764706
eyelid_1p60mm,1.6,0.6,0.7,0.7,0.0,0.9951170032951,67.89171383282282,509.2311383929345,1.7460327330300012,1.8823529411765
eyelid_1p60mm,1.6,0.6,0.725,0.725,0.0,1.0388313814968,70.8741209723072,531.6010933852417,1.7354422126609361,1.9117647058824
eyelid_1p60mm,1.6,0.6,0.75,0.75,0.0,1.0820826287413,73.82493106912298,553.7340504127073,1.7215265407046667,1.9411764705882
eyelid_1p60mm,1.6,0.6,0.775,0.7749999999999999,-1.1102230246251565e-13,1.1247533315463,76.73613360539741,575.5699254841467,1.7106984084633332,1.9705882352941
eyelid_1p60mm,1.6,0.6,0.8,0.7999999999999999,-1.1102230246251565e-13,1.1674240343513,79.64733614167181,597.4058005555858,1.7068281121999969,2.0
eyelid_1p80mm,1.8,0.6,0.0,0.0,0.0,0.013436191021211,0.9166821919378737,6.875700874108351,0.61678043136408,1.0588235294118
eyelid_1p80mm,1.8,0.6,0.025,0.024999999999999994,-6.938893903907228e-15,0.028855701805313,1.9686760882635856,14.766325799669863,0.7222796563668066,1.0882352941176
eyelid_1p80mm,1.8,0.6,0.05,0.05,0.0,0.049339029308468,3.3661481489191445,25.24825721875718,0.8315569087685001,1.1176470588235
eyelid_1p80mm,1.8,0.6,0.075,0.075,0.0,0.070455790404873,4.806836124992312,36.05433555596459,0.9403892979475,1.1470588235294
eyelid_1p80mm,1.8,0.6,0.1,0.09999999999999999,-1.3877787807814457e-14,0.096569638736926,6.588449656027242,49.41757291390199,1.0195420901404602,1.1764705882353
eyelid_1p80mm,1.8,0.6,0.125,0.12499999999999999,-1.3877787807814457e-14,0.12268348706898,8.370063187062238,62.78081027183989,1.0952178583978067,1.2058823529412
eyelid_1p80mm,1.8,0.6,0.15,0.15000000000000002,2.7755575615628914e-14,0.15004264616543,10.236637865147634,76.78131039999124,1.16333742157856,1.2352941176471
eyelid_1p80mm,1.8,0.6,0.175,0.175,0.0,0.18126546173604,12.366809948184832,92.75895912291168,1.2354104320909332,1.2647058823529
eyelid_1p80mm,1.8,0.6,0.2,0.2,0.0,0.21248827730665,14.49698203122203,108.73660784583213,1.3061050452642666,1.2941176470588
eyelid_1p80mm,1.8,0.6,0.225,0.22500000000000003,2.7755575615628914e-14,0.2455494207414,16.752573767294827,125.6549839283451,1.3714678137669998,1.3235294117647
eyelid_1p80mm,1.8,0.6,0.25,0.25,0.0,0.28167444394971,19.217198258426507,144.141238943509,1.424575063175467,1.3529411764706
