case,eyelid_thickness_mm,surface,radius_start_mm,radius_end_mm,radius_center_mm,face_count,raw_downward_median_um,local_downward_p10_um,local_downward_median_um,local_downward_p90_um,above_threshold_fraction,threshold_um
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.3499999999999999,1.5,1.4249999999999998,107,200.7435884964332,185.2594497321667,191.29300004466657,200.70346194332674,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.5,1.65,1.575,83,180.83163062106667,165.44035474348667,171.38104216930003,180.21979279703353,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.65,1.7999999999999998,1.7249999999999999,97,163.2419828150669,148.30110393742015,153.79139436330027,161.78741428912005,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.7999999999999998,1.95,1.875,88,149.79643021445,134.9067978611666,140.34584176268336,146.25933223475693,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,1.95,2.1,2.025,92,137.47922094660004,123.19177495832982,128.0286324948334,133.43722940165355,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,2.1,2.25,2.175,106,124.53416843583335,111.16416178769984,115.08357998406672,120.71144119786678,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,2.25,2.4,2.325,94,113.32963186168332,100.98186339391336,103.87904340991669,108.43716915929011,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,2.4,2.55,2.4749999999999996,103,103.70741384876686,91.25596166413999,94.25682539700023,99.07869174788674,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,2.55,2.6999999999999997,2.625,107,94.61549795670011,81.7435822846735,85.16490950493348,89.2609047813868,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,2.6999999999999997,2.85,2.775,113,84.62730204918675,73.1972604045313,75.17671359742012,79.78836000362153,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,2.85,3.0,2.925,102,76.32901256378827,64.06198303692673,66.87842411202163,70.72412512581603,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.0,3.15,3.075,112,68.81202732047001,56.41775177988914,59.36143886870339,62.667988627870756,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.15,3.3,3.2249999999999996,127,61.01543390061323,48.496612369214084,51.564845448846604,54.296446471112716,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.3,3.4499999999999997,3.375,123,52.70266285298654,41.69471487692608,43.252074401219915,47.30045841669073,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.4499999999999997,3.5999999999999996,3.5249999999999995,120,46.74407788703676,35.24550307314903,37.29348943527013,40.16431560816458,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.5999999999999996,3.75,3.675,131,40.51475061828667,29.07089470093006,31.064162166520042,33.804575891496725,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.75,3.9,3.825,125,34.99777407093999,23.514611539831908,25.547185619173362,27.55636150210397,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,3.9,4.05,3.9749999999999996,121,30.047953719066673,18.823379384900072,20.59736526730004,22.093490062013373,1.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.05,4.2,4.125,135,25.351140275446703,13.7390556909854,15.900551823680074,16.76948955842139,0.37777777777777777,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.2,4.35,4.275,115,21.086895919089915,10.055579317501289,11.636307467323286,12.846470582699366,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.35,4.5,4.425,165,17.170155309883334,5.9602645307513775,7.719566858116705,9.127718610262741,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.5,4.6499999999999995,4.574999999999999,141,13.010481322030016,2.682524057546761,3.5598928702633863,5.380628968256742,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.6499999999999995,4.8,4.725,133,10.261178000059992,0.09596276077008739,0.8105895482933629,2.020731981373383,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.8,4.95,4.875,140,8.093182267894157,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,4.95,5.1,5.025,144,6.262349493496663,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,5.1,5.25,5.175,175,4.559269811088668,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,5.25,5.3999999999999995,5.324999999999999,150,3.4848405560208464,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,5.3999999999999995,5.55,5.475,144,3.0243883351016683,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,5.55,5.7,5.625,139,2.9432895653066713,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,5.7,5.85,5.775,176,3.224734803318366,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,5.85,6.0,5.925,188,4.065133534315044,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.0,6.1499999999999995,6.074999999999999,178,5.11385467786993,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.1499999999999995,6.3,6.225,204,6.4696708031933685,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.3,6.45,6.375,188,7.589104214011564,0.0,0.0,0.0,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.45,6.6,6.525,292,9.298310151583376,0.0,0.0,0.35070311744359056,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.6,6.75,6.675,232,11.135144356100106,1.506732405329973,1.684555904333477,2.250260671440288,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.75,6.8999999999999995,6.824999999999999,220,12.954174339116628,2.3233418690933387,3.503585887349999,3.5710285354700595,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,6.8999999999999995,7.05,6.975,297,13.905184985400082,4.0679647668198875,4.4545965336334525,5.1869686487999,0.0,16.366940244764972
eyelid_1p50mm_indent_0p28mm,1.5,outer,7.05,7.199999999999999,7.125,199,15.093132004199983,5.314003722506627,5.642543552433354,5.7265760501599345,0.0,16.366940244764972
eyelid_1p60mm_indent_0p28mm,1.6,inner,0.15,0.3,0.22499999999999998,8,279.76050122085667,277.5295324500507,278.23581971765674,278.2719341473019,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,0.3,0.44999999999999996,0.375,8,276.497682785669,274.6408556722645,274.97300128246906,275.37214820231014,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,0.44999999999999996,0.6,0.5249999999999999,28,271.4931190985661,267.4851333633399,269.9684375953662,272.600843967459,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,0.6,0.75,0.675,36,263.3248138200631,257.8993819900419,261.80013231686326,264.5542053334459,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,0.75,0.8999999999999999,0.825,48,253.25516422991473,248.75274323297273,251.7304827267148,256.4389258625208,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,0.8999999999999999,1.05,0.975,56,243.45522197285337,238.00485650365832,241.93054046965344,246.55661877751453,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.05,1.2,1.125,72,232.29439130842448,226.62534369721394,230.76970980522455,235.19505599965578,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.2,1.3499999999999999,1.275,76,218.0162674131215,210.48961483650874,216.49158590992158,220.73927695687274,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.3499999999999999,1.5,1.4249999999999998,70,204.08445216912133,197.2027635975601,202.5597706659214,208.72620326554284,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.5,1.65,1.575,67,190.9670509255393,186.65602165511586,189.44236942233937,194.76131612176985,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.65,1.7999999999999998,1.7249999999999999,83,177.79729031965667,170.79086600732538,176.27260881645674,179.47663588853746,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.7999999999999998,1.95,1.875,79,162.63228107876995,155.7831723243141,161.10759957557002,167.17005983471873,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,1.95,2.1,2.025,82,149.45763380318832,142.26224473123506,147.9329522999884,153.38523142606337,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,2.1,2.25,2.175,85,134.53937371338336,129.00481496260608,133.01469221018343,138.48128621334072,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,2.25,2.4,2.325,71,122.40724722140334,117.97367043923678,120.8825657182034,127.53740257096668,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,2.4,2.55,2.4749999999999996,91,110.40513903503002,105.94338762198669,108.88045753183007,115.23497875232005,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,2.55,2.6999999999999997,2.625,87,100.62724264534668,93.37973979237476,99.10256114214674,102.04874316147877,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,2.6999999999999997,2.85,2.775,98,89.57496513597334,83.97150546280581,88.0502836327734,92.17658753596811,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,2.85,3.0,2.925,108,77.9833930172683,73.69277686222676,76.45871151406837,81.59329068712064,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.0,3.15,3.075,106,68.68491467601164,63.049751786201675,67.1602331728117,70.30440423971177,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.15,3.3,3.2249999999999996,87,60.65975867507981,54.70569364962349,59.13507717187987,61.40503944397002,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.3,3.4499999999999997,3.375,114,52.52861633819167,47.892816831221985,51.00393483499174,53.562459242288696,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.4499999999999997,3.5999999999999996,3.5249999999999995,107,44.94164374521344,39.671547050224646,43.416962242013504,44.93909491050004,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.5999999999999996,3.75,3.675,126,38.0161097404333,32.50290666446346,36.491428237233364,38.456638102835086,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.75,3.9,3.825,125,30.201077795310006,26.567573582417975,28.67639629211007,31.712015397407367,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,3.9,4.05,3.9749999999999996,113,23.918361430436953,21.270018990560093,22.393679927237017,25.66113670230876,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.05,4.2,4.125,120,19.442744731350096,16.128694855523594,17.91806322815016,19.86856716695675,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.2,4.35,4.275,114,15.2303193879,12.304113881626616,13.705637884700064,14.333809054966567,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.35,4.5,4.425,124,11.504249369316826,8.038378922693408,9.97956786611689,10.888314691793436,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.5,4.6499999999999995,4.574999999999999,141,8.03705796563318,5.322743548733097,6.512376462433243,7.791028104233616,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.6499999999999995,4.8,4.725,119,5.2231954387335024,3.0733505470065783,3.698513935533566,4.600462784993056,1.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.8,4.95,4.875,123,3.3415160371997548,1.1073902625267398,1.8168345339998182,2.5232768318469208,0.016260162601626018,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,4.95,5.1,5.025,148,1.8094041782166883,0.0,0.28472267501675186,0.6373560688299232,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,5.1,5.25,5.175,164,0.9100260957001618,0.0,0.0,0.0,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,5.25,5.3999999999999995,5.324999999999999,216,0.7893500009498351,0.0,0.0,0.0,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,5.3999999999999995,5.55,5.475,152,1.02364847521662,0.0,0.0,0.0,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,5.55,5.7,5.625,201,1.3191046501002772,0.0,0.0,0.0,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,5.7,5.85,5.775,175,1.6193466741334235,0.0,0.09466517093348692,0.2329175327400734,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,5.85,6.0,5.925,260,2.240759030250035,0.535479850797063,0.7160775270500987,0.980400434200156,0.0,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,inner,6.0,6.1499999999999995,6.074999999999999,252,3.911673760016634,2.2788072615267683,2.386992256816697,3.362015150343636,0.48412698412698413,2.714237890849305
eyelid_1p60mm_indent_0p28mm,1.6,outer,0.15,0.3,0.22499999999999998,8,306.12132475014994,296.59552141711987,296.5993708213732,296.612151633513,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,0.3,0.44999999999999996,0.375,16,300.61946064576665,289.2570719642566,291.09750671698987,292.90843361355644,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,0.44999999999999996,0.6,0.5249999999999999,28,293.47370294456664,279.8700184128667,283.95174901578986,287.40802900366015,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,0.6,0.75,0.675,32,282.2483647730668,269.4957737128131,272.72641084429006,279.3199833695696,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,0.75,0.8999999999999999,0.825,32,272.28268919066653,259.0716502502867,262.76073526188975,268.16105959404985,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,0.8999999999999999,1.05,0.975,64,257.6477038570998,243.59803759220995,248.1257499283231,254.4852061157265,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.05,1.2,1.125,67,242.8601195776333,227.19444962008993,233.33816564885655,239.70182900831668,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.2,1.3499999999999999,1.275,94,224.26311474075004,208.8567237213666,214.7411608119733,221.65635493068007,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.3499999999999999,1.5,1.4249999999999998,86,203.83043520568344,183.22737900110656,194.30848127690672,198.06070983199007,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.5,1.65,1.575,98,179.49519371913328,163.07091351142645,169.97323979035656,181.50304064649012,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.65,1.7999999999999998,1.7249999999999999,90,162.4630988979834,145.94629777082295,152.94114496920662,159.04164811030327,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.7999999999999998,1.95,1.875,90,146.67656623956674,132.52887275886005,137.15461231078996,143.3731165556099,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,1.95,2.1,2.025,95,135.01278472660022,119.57735310089656,125.49083079782346,129.7933269090767,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,2.1,2.25,2.175,94,122.88034157861676,108.53576630700651,113.35838764984001,117.16152563023329,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,2.25,2.4,2.325,100,111.33940721608325,98.37552889069987,101.81745328730649,106.69799726994647,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,2.4,2.55,2.4749999999999996,95,102.46234012126686,89.0082717677167,92.94038619249011,96.51787753671654,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,2.55,2.6999999999999997,2.625,111,93.06224869613322,79.59053220995682,83.54029476735647,87.16375210202327,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,2.6999999999999997,2.85,2.775,110,83.45699164721668,70.52001024443005,73.93503771843993,77.84498312023985,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,2.85,3.0,2.925,106,74.29863328344997,62.84677279840651,64.77667935467322,69.74648243087323,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.0,3.15,3.075,115,67.0853069982334,55.12385377454594,57.56335306945665,60.6741217408166,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.15,3.3,3.2249999999999996,105,60.076736438373445,48.34559043778704,50.55478250959669,53.24421805741862,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.3,3.4499999999999997,3.375,115,54.0147752665735,40.78862761266731,44.49282133779675,46.40360376707725,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.4499999999999997,3.5999999999999996,3.5249999999999995,137,47.0011488410434,34.49145148375259,37.47919491226665,39.89243188733595,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.5999999999999996,3.75,3.675,124,39.75635355198489,28.780026261045236,30.234399623208137,33.49154917387488,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.75,3.9,3.825,122,35.17467857604167,23.775513042354316,25.652724647264915,27.618639815927576,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,3.9,4.05,3.9749999999999996,135,29.305663583123216,18.807083468859865,19.78370965434646,22.272310993309254,1.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.05,4.2,4.125,124,24.980201158470003,14.321859605775565,15.458247229693248,17.628792150880205,0.75,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.2,4.35,4.275,133,21.342392574026604,10.214915739997734,11.82043864524985,13.30793285266472,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.35,4.5,4.425,127,17.65025183566324,6.802855735903202,8.128297906886486,9.064306827377887,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.5,4.6499999999999995,4.574999999999999,131,14.529038515919996,3.777285317403278,5.0070845871432414,5.880445622503245,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.6499999999999995,4.8,4.725,160,11.376108840415014,0.6481089551969109,1.8541549116382585,2.8863131761442435,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.8,4.95,4.875,137,8.785217948616733,0.0,0.0,0.327679645017879,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,4.95,5.1,5.025,138,6.960833234809669,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,5.1,5.25,5.175,153,5.503364919208991,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,5.25,5.3999999999999995,5.324999999999999,145,4.542845660854001,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,5.3999999999999995,5.55,5.475,160,3.8360650086693413,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,5.55,5.7,5.625,149,3.5810171230066854,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,5.7,5.85,5.775,150,3.698952329333371,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,5.85,6.0,5.925,163,4.148130210040058,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.0,6.1499999999999995,6.074999999999999,176,4.881306839493249,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.1499999999999995,6.3,6.225,197,5.929667285563289,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.3,6.45,6.375,284,7.400210975701661,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.45,6.6,6.525,168,9.08097578956337,0.0,0.0,0.0,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.6,6.75,6.675,196,9.831724140174874,0.04048250393316444,0.3097702113981198,1.3686618974897984,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.75,6.8999999999999995,6.824999999999999,252,11.523393097583176,1.46222160169005,2.001439168806421,2.1604363318431496,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,6.8999999999999995,7.05,6.975,300,13.124464279516516,3.1389956655300066,3.6025103507397622,3.69812731295337,0.0,14.801035336149832
eyelid_1p60mm_indent_0p28mm,1.6,outer,7.05,7.199999999999999,7.125,340,14.370353246066934,4.569157004736593,4.848399317290178,5.093240452759661,0.0,14.801035336149832
