bootstrap_id,c_n_per_mm_per_mm_power,exponent_m_for_k_proportional_h_to_m,n_for_k_proportional_h_to_minus_n
427,0.8327020392469041,0.9905966657483924,-0.9905966657483924
428,0.8293138084611303,0.998797977225979,-0.998797977225979
429,0.8314425492514305,0.996507820757587,-0.996507820757587
430,0.8319248156131205,0.9951869944354057,-0.9951869944354057
431,0.8349755850483583,0.9844639380190578,-0.9844639380190578
432,0.8307640368179801,0.9899437196646458,-0.9899437196646458
433,0.8309991690200129,0.9948884524175547,-0.9948884524175547
434,0.8315394710156919,0.993956175800753,-0.993956175800753
435,0.8305541717360132,0.9964594575454845,-0.9964594575454845
436,0.8314328801709727,0.9949219271398346,-0.9949219271398346
437,0.8308555916499051,0.9931195132588067,-0.9931195132588067
438,0.8315426195155404,0.9917620865968224,-0.9917620865968224
439,0.832369375003526,0.9879670721107128,-0.9879670721107128
440,0.8315606246381954,0.9936914996194152,-0.9936914996194152
441,0.8343711203653441,0.9856163172673665,-0.9856163172673665
442,0.8340052194226548,0.9872488358498567,-0.9872488358498567
443,0.8305828494752904,0.9963993105702318,-0.9963993105702318
444,0.8292568440394105,1.001042003095264,-1.001042003095264
445,0.8329347363202135,0.9888354635676128,-0.9888354635676128
446,0.8364874637257455,0.9812470005386986,-0.9812470005386986
447,0.8324425421540085,0.9885673487571007,-0.9885673487571007
448,0.8313865385763362,0.9904842164616547,-0.9904842164616547
449,0.8313247950317291,0.9918940997254664,-0.9918940997254664
450,0.8306898153692649,0.9955906050440861,-0.9955906050440861
451,0.8308046349814057,0.995138192280762,-0.995138192280762
452,0.8308145499613319,0.9933275504858283,-0.9933275504858283
453,0.8316184228136982,0.9903705761771809,-0.9903705761771809
