case,eyelid_thickness_mm,annulus_inner_probe_radius,annulus_outer_probe_radius,sigma_factor,baseline_pa,noise_pa,threshold_pa,inner_pressure_support_area_mm2,inner_pressure_participation_area_mm2,outer_contact_area_mm2,outer_geometric_coverage_area_mm2,outer_conservative_area_mm2,outer_displacement_clipped_area_mm2,outer_boundary_uncertainty_area_mm2,outer_boundary_faces,ae_over_ac_contact_diagnostic,ae_over_ac_hybrid,incremental_force_n,centroid_x_mm,centroid_z_mm,selected_faces,status
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.1,1.5,3.0,231.83261351149986,242.70159805144152,728.1047941543245,6.505628841455005,4.814018843998275,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.9559288377277172,2.7300238897775304,0.033528767735181944,-0.02947686286093503,-0.0005306181309001845,384,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.1,1.5,4.0,231.83261351149986,242.70159805144152,970.8063922057661,6.288584927881724,4.765867283234853,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.96558698865384,2.757606468855349,0.03335008797124556,-0.026797522346672886,-0.0009310107250483301,370,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.2,1.6,2.0,370.75201073079995,203.78243780272186,407.5648756054437,6.869355106238865,4.795828269499541,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.9595546753851587,2.74037886918039,0.032806967716025454,-0.029038735566153204,-0.0009153571467879161,400,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.2,1.6,3.0,370.75201073079995,203.78243780272186,611.3473134081655,6.4966451876207,4.743196710223205,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.9702021061922279,2.7707867189290676,0.03261952970614529,-0.02955040256497174,-0.0006960028181493521,383,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.2,1.6,4.0,370.75201073079995,203.78243780272186,815.1297512108874,6.308338708942113,4.708214035718017,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.9774108405929346,2.791374043374442,0.032492806214587645,-0.027712689664309644,-0.0003334857647090218,371,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.3,1.7,2.0,496.96081009295017,154.27193779674113,308.54387559348226,6.869355106238865,4.717474733834132,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.9754921219477171,2.785894401446643,0.031939994655674805,-0.0291482288349353,-0.0007196888539644764,400,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.3,1.7,3.0,496.96081009295017,154.27193779674113,462.8158133902234,6.505628841455005,4.678490334730148,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.9836205932031774,2.8091083896003273,0.03180394209281872,-0.029525397334327148,-0.0003882308713057982,384,candidate_not_approved
eyelid_1p00mm_effective_indent_0p26mm,1.0,1.3,1.7,4.0,496.96081009295017,154.27193779674113,617.0877511869645,6.343017278426992,4.654355639368649,4.6018594383426,14.163556319444226,13.1423864499545,14.657649957043253,1.5152635070887523,148,0.988721059348793,2.823674740019916,0.03171849679966101,-0.028333942057462973,-0.0003366359624568872,374,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.1,1.5,2.0,207.30188536495007,268.3180884090819,536.6361768181638,7.094468987368085,5.050438628987456,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0049984285561362,2.585860386222006,0.031061465499611612,-0.02465329112111375,-0.0002681778948955911,409,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.1,1.5,3.0,207.30188536495007,268.3180884090819,804.9542652272457,6.586467249427093,4.945020045100783,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0264231164604214,2.640986096038742,0.030716561037238344,-0.029184540461495264,-0.0009644440617976584,387,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.1,1.5,4.0,207.30188536495007,268.3180884090819,1073.2723536363276,6.22529750764595,4.845324646747524,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.047542374494701,2.69532593497332,0.03038012883462082,-0.026673178596655155,0.001718146044416437,366,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.2,1.6,2.0,365.28751315375007,229.5341357939271,459.0682715878542,6.9928119410655185,4.928204205903958,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0299254400966102,2.649997572766682,0.029897809359100185,-0.02694284362891085,-0.0003555064832738723,404,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.2,1.6,3.0,365.28751315375007,229.5341357939271,688.6024073817813,6.479582030402035,4.836658912135259,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0494192329578225,2.700155090733597,0.029605007986377666,-0.0291087977818171,0.0005088455639560189,382,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.2,1.6,4.0,365.28751315375007,229.5341357939271,918.1365431757084,6.22529750764595,4.7733386801829,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0633401955582826,2.7359737196028235,0.029396621299703315,-0.02718007148222195,0.0015368378182526344,366,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.3,1.7,2.0,507.62666699169995,184.5958654424243,369.1917308848486,6.912074178959888,4.81954947080982,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0531446800978146,2.7097406641101744,0.028875420514335552,-0.028959708678033724,-0.000757898311147957,401,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.3,1.7,3.0,507.62666699169995,184.5958654424243,553.7875963272729,6.460512033866077,4.7544985122963075,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.0675537856462949,2.7468152845075786,0.02867218537383582,-0.028796740938690616,0.0003338392262696537,381,candidate_not_approved
eyelid_1p20mm_effective_indent_0p26mm,1.2,1.3,1.7,4.0,507.62666699169995,184.5958654424243,738.3834617696972,6.282960422793495,4.717484147063836,5.0756828856516,14.490281955417561,13.059729183744041,14.65750764878788,1.597778465043838,147,1.075930035464074,2.7683673705342335,0.02855379264750338,-0.02824012927387077,-0.00017001074191485717,369,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.1,1.5,2.0,204.37902951875003,272.965240580718,545.930481161436,7.144078246372552,5.1124331282996565,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.004739086965173,2.538958083788422,0.030496369411369007,-0.026463947606478105,-0.0002918975252866468,412,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.1,1.5,3.0,204.37902951875003,272.965240580718,818.8957217421539,6.698190533204515,5.014391612076426,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.0243837719270679,2.588599858787078,0.030184195002998796,-0.027664948227612573,0.00012104045178544515,392,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.1,1.5,4.0,204.37902951875003,272.965240580718,1091.860962322872,6.265925988248269,4.891551768036189,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.0501087665194055,2.653606469779901,0.029781057208217835,-0.027314909464728785,0.00037794007953782034,368,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.2,1.6,2.0,358.78720809105016,236.11695363830466,472.23390727660933,7.035477633573954,4.987931371840955,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.02981797674623,2.6023319992338565,0.029345328299330464,-0.02702783377509614,-0.0004875820744306238,406,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.2,1.6,3.0,358.78720809105016,236.11695363830466,708.3508609149139,6.586079606426949,4.900401277326408,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.0482124019649248,2.6488143897485052,0.02907261471101001,-0.030411049701726894,0.0007779993190874757,387,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.2,1.6,4.0,358.78720809105016,236.11695363830466,944.4678145532187,6.246991376419473,4.81387091308756,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.067054245167473,2.6964273976758473,0.028795698407870374,-0.027155158749550476,0.0008984205478342249,367,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.3,1.7,2.0,508.73485963645,191.9518462002632,383.9036924005264,6.9470519328837765,4.869305999279423,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.0549062626703765,2.665729658568389,0.028258251932571175,-0.028796362109889315,-0.0005161776716626604,402,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.3,1.7,3.0,508.73485963645,191.9518462002632,575.8555386007896,6.5432580369993225,4.804298832474632,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.0691802430725303,2.7017997571641863,0.028060618424738955,-0.03053508085689373,0.00021889272354522397,385,candidate_not_approved
eyelid_1p25mm_effective_indent_0p26mm,1.25,1.3,1.7,4.0,508.73485963645,191.9518462002632,767.8073848010528,6.325407998898864,4.759014109226829,5.1366613934983,14.571963364410898,12.980253418924145,14.657575581547539,1.677322162623394,143,1.07935410057711,2.7275089169746076,0.027920284990887164,-0.028844860959101045,-0.00024271799247185333,371,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.1,1.5,2.0,181.79181922120006,289.1783877384132,578.3567754768264,7.415937602244515,5.35897338904816,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,0.9891913233470921,2.430628627418209,0.02908830142955755,-0.02734578994671299,0.000751005148735976,428,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.1,1.5,3.0,181.79181922120006,289.1783877384132,867.5351632152397,6.909201749731449,5.236303186163044,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.0123649815584495,2.4875706524047807,0.028730074001369458,-0.030036485999116153,-0.001624227011600899,400,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.1,1.5,4.0,181.79181922120006,289.1783877384132,1156.7135509536529,6.367325028816971,5.0630506322483715,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.047007103727173,2.5726928445130848,0.0282048149294084,-0.02914483102497945,-0.0006079413814319417,374,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.2,1.6,2.0,347.6652588456501,248.52191184224327,497.04382368448654,7.194373642643419,5.191451672267571,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.0211113024151408,2.5090620033265876,0.02775601492325497,-0.0279495131711727,-0.000344158799390393,415,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.2,1.6,3.0,347.6652588456501,248.52191184224327,745.5657355267298,6.735590734974771,5.08731890933363,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.0420125164098992,2.560420206622946,0.02745808819558642,-0.02930066362312353,-0.000243713801527422,393,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.2,1.6,4.0,347.6652588456501,248.52191184224327,994.0876473689731,6.367325028816971,4.982102480876854,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.064018654542291,2.6144934157798185,0.027148644825671663,-0.029596676525358932,-0.0005282181916259114,374,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.3,1.7,2.0,512.4089303755002,215.29605168429106,430.5921033685821,7.108779040044937,5.051163475544868,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.0494710781306829,2.5787472917985013,0.026538834352330887,-0.02855716302983995,-0.00032859910549428144,410,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.3,1.7,3.0,512.4089303755002,215.29605168429106,645.8881550528731,6.579014183438511,4.948181125592994,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.0713128408085746,2.6324165996312088,0.026252050472044645,-0.03050526741565444,-1.9790142080703565e-05,386,candidate_not_approved
eyelid_1p40mm_effective_indent_0p26mm,1.4,1.3,1.7,4.0,512.4089303755002,215.29605168429106,861.1842067371642,6.33245120330459,4.884712081970577,5.3010499784944,14.65741468458854,13.025674132992835,14.657288398838357,1.6316142658455224,143,1.0852328427013174,2.666620655303404,0.02607051445086454,-0.02959172259577462,-0.0003441821498238064,371,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.1,1.5,2.0,174.7749582908,290.4144305546964,580.8288611093928,7.578121802568051,5.517787660168631,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,0.986702482616468,2.3641020355946347,0.02800778853666577,-0.02660539743786927,0.0007196831015255612,435,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.1,1.5,3.0,174.7749582908,290.4144305546964,871.2432916640893,7.013775416480451,5.368633638699567,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.0141155365106436,2.429782681640274,0.027597341041247423,-0.028372013528370946,9.036485249743578e-05,405,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.1,1.5,4.0,174.7749582908,290.4144305546964,1161.6577222187857,6.412601256972118,5.159579167812544,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.0552052029365633,2.5282319768947383,0.02699722528823094,-0.030349828412461213,-0.000640413755139114,377,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.2,1.6,2.0,342.53302138255003,251.84645050966682,503.69290101933365,7.461608980221822,5.3551025651988775,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.0166779658377478,2.435922165927585,0.026683274491240232,-0.027829538547089264,0.00036941020483459734,430,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.2,1.6,3.0,342.53302138255003,251.84645050966682,755.5393515290004,6.9236027690022315,5.232467466671232,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.0405061890050324,2.4930136923875192,0.02635595365492791,-0.03078577880788292,-0.0007936370855852307,401,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.2,1.6,4.0,342.53302138255003,251.84645050966682,1007.3858020386673,6.412601256972118,5.075552795353103,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.072674248965257,2.570087154117783,0.0259214597219816,-0.03075667077181876,-0.000547964393102094,377,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.3,1.7,2.0,502.7729582938,232.52021458833946,465.0404291766789,7.108166707037729,5.158263333881466,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.0554743777964728,2.5288769097346306,0.02534578523740951,-0.03031007100159238,-2.5617259194885328e-05,410,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.3,1.7,3.0,502.7729582938,232.52021458833946,697.5606437650183,6.662999674089918,5.056925509591097,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.0766254659106371,2.579554121302136,0.025079380371308607,-0.03145005973762988,0.00015012838559405297,390,candidate_not_approved
eyelid_1p50mm_effective_indent_0p26mm,1.5,1.3,1.7,4.0,502.7729582938,232.52021458833946,930.0808583533578,6.276231652199532,4.943749688212739,5.4444147828389005,14.65741468458854,13.044613039383616,14.657798210015498,1.6131851706318816,146,1.1012723390546826,2.6386071023145785,0.024772672006873275,-0.02935682221931067,0.0004447165342390103,368,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.1,1.5,2.0,186.94567372405004,292.53786445008615,585.0757289001723,8.109769351996496,5.802258822642855,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,0.9995808928433587,2.256128813371373,0.027632814284109866,-0.026941240758970815,0.00018343386068014902,464,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.1,1.5,3.0,186.94567372405004,292.53786445008615,877.6135933502585,7.160029999416361,5.543642896943758,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.046212240265887,2.3613792511093656,0.026960368807399125,-0.027019718973639754,-0.0004631371896006317,412,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.1,1.5,4.0,186.94567372405004,292.53786445008615,1170.1514578003446,6.457848273377741,5.275688471762422,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.0993497977540896,2.4813146914320514,0.026222445948477852,-0.030115078014429343,0.0017926073284226243,380,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.2,1.6,2.0,346.69849904265016,260.5492807127155,521.098561425431,7.63781315588758,5.549654491161124,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.0450789438663117,2.3588213163994505,0.026112979128891465,-0.027847005973360865,-0.00043374050032147794,438,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.2,1.6,3.0,346.69849904265016,260.5492807127155,781.6478421381464,7.060760755517354,5.403037369369704,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.0734382640633455,2.4228304224980595,0.025740115685247502,-0.029322675439254493,0.000216378124090537,407,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.2,1.6,4.0,346.69849904265016,260.5492807127155,1042.197122850862,6.457848273377741,5.196182348936373,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.1161708086770261,2.5192809707847106,0.02519078644132691,-0.030613572324643453,0.0016106856595972014,380,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.3,1.7,2.0,529.6873068438,252.28185574743182,504.56371149486364,7.187973537268781,5.29825911885667,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.0946665544921792,2.47074426122588,0.02452074597191883,-0.029624444389104613,3.564835324757812e-05,414,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.3,1.7,3.0,529.6873068438,252.28185574743182,756.8455672422955,6.7279776125996875,5.178384780034921,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.1200069714414864,2.527939476972301,0.024220645653118305,-0.033693871288272996,0.00044816494277934686,392,candidate_not_approved
eyelid_1p60mm_effective_indent_0p26mm,1.6,1.3,1.7,4.0,529.6873068438,252.28185574743182,1009.1274229897273,6.278793266806205,5.031601058729319,5.7998270544456005,14.65741468458854,13.090643312402804,14.6569237803158,1.5662804679129962,142,1.1526802277743158,2.601685459480509,0.023840696425476805,-0.029791590525172548,0.0002358913437310041,368,candidate_not_approved
